#BBN prediction of the primordial Helium abundance $Y_p$ as 
#function of the baryon density $\omega_b h^2$ and number of 
#extra radiation degrees of freedom $\Delta N$.
#Calculated from Parthenelope fitting function Dec 2014. Errors are guesstimates. 
#neutron lifetime of 880.3 s and CMB temperature 2.7255 K
#Yp^BBN is the BBN-standard nucleon number fraction, Yp is the mass fraction for CMB codes

#      ombh2        eta10       DeltaN           Yp       Yp^BBN     sigma_Yp          D/H     err D/H
 
     0.01300      3.55907      1.00000      0.25284      0.25419      0.00030    6.574e-05     6.00e-07
     0.01400      3.83286      1.00000      0.25349      0.25484      0.00030    5.982e-05     6.00e-07
     0.01500      4.10665      1.00000      0.25411      0.25547      0.00030    5.448e-05     6.00e-07
     0.01600      4.38045      1.00000      0.25471      0.25607      0.00030    4.968e-05     6.00e-07
     0.01700      4.65425      1.00000      0.25529      0.25665      0.00030    4.539e-05     6.00e-07
     0.01800      4.92805      1.00000      0.25585      0.25721      0.00030    4.156e-05     6.00e-07
     0.01900      5.20185      1.00000      0.25638      0.25774      0.00030    3.816e-05     6.00e-07
     0.02000      5.47565      1.00000      0.25689      0.25826      0.00030    3.515e-05     6.00e-07
     0.02025      5.54410      1.00000      0.25701      0.25838      0.00030    3.445e-05     6.00e-07
     0.02050      5.61255      1.00000      0.25713      0.25850      0.00030    3.378e-05     6.00e-07
     0.02075      5.68100      1.00000      0.25726      0.25862      0.00030    3.312e-05     6.00e-07
     0.02100      5.74945      1.00000      0.25737      0.25874      0.00030    3.249e-05     6.00e-07
     0.02125      5.81790      1.00000      0.25749      0.25886      0.00030    3.188e-05     6.00e-07
     0.02150      5.88635      1.00000      0.25761      0.25898      0.00030    3.128e-05     6.00e-07
     0.02175      5.95480      1.00000      0.25773      0.25910      0.00030    3.071e-05     6.00e-07
     0.02200      6.02325      1.00000      0.25784      0.25921      0.00030    3.015e-05     6.00e-07
     0.02225      6.09170      1.00000      0.25795      0.25932      0.00030    2.960e-05     6.00e-07
     0.02250      6.16016      1.00000      0.25806      0.25943      0.00030    2.908e-05     6.00e-07
     0.02275      6.22861      1.00000      0.25817      0.25954      0.00030    2.857e-05     6.00e-07
     0.02300      6.29706      1.00000      0.25828      0.25965      0.00030    2.808e-05     6.00e-07
     0.02325      6.36551      1.00000      0.25839      0.25976      0.00030    2.760e-05     6.00e-07
     0.02350      6.43396      1.00000      0.25849      0.25987      0.00030    2.714e-05     6.00e-07
     0.02375      6.50241      1.00000      0.25860      0.25997      0.00030    2.669e-05     6.00e-07
     0.02400      6.57086      1.00000      0.25870      0.26007      0.00030    2.625e-05     6.00e-07
     0.02500      6.84467      1.00000      0.25909      0.26047      0.00030    2.462e-05     6.00e-07
     0.02600      7.11847      1.00000      0.25947      0.26084      0.00030    2.315e-05     6.00e-07
     0.02700      7.39228      1.00000      0.25982      0.26120      0.00030    2.181e-05     6.00e-07
     0.02800      7.66609      1.00000      0.26015      0.26152      0.00030    2.055e-05     6.00e-07
     0.02900      7.93989      1.00000      0.26045      0.26183      0.00030    1.935e-05     6.00e-07
     0.03000      8.21370      1.00000      0.26073      0.26211      0.00030    1.815e-05     6.00e-07
     0.03100      8.48750      1.00000      0.26099      0.26237      0.00030    1.693e-05     6.00e-07
     0.03200      8.76131      1.00000      0.26123      0.26261      0.00030    1.565e-05     6.00e-07
     0.03300      9.03511      1.00000      0.26144      0.26282      0.00030    1.426e-05     6.00e-07
     0.03400      9.30892      1.00000      0.26163      0.26302      0.00030    1.273e-05     6.00e-07
     0.03500      9.58272      1.00000      0.26180      0.26318      0.00030    1.102e-05     6.00e-07
     0.03600      9.85652      1.00000      0.26194      0.26333      0.00030    9.102e-06     6.00e-07
     0.03700     10.13032      1.00000      0.26207      0.26345      0.00030    6.926e-06     6.00e-07
     0.03800     10.40412      1.00000      0.26217      0.26355      0.00030    4.458e-06     6.00e-07
     0.03900     10.67792      1.00000      0.26224      0.26363      0.00030    1.661e-06     6.00e-07
     0.04000     10.95172      1.00000      0.26230      0.26368      0.00030   -1.503e-06     6.00e-07

     0.00500      1.36892      2.00000      0.25745      0.25882      0.00030    1.548e-04     6.00e-07
     0.00600      1.64271      2.00000      0.25828      0.25966      0.00030    1.414e-04     6.00e-07
     0.00700      1.91651      2.00000      0.25909      0.26047      0.00030    1.291e-04     6.00e-07
     0.00800      2.19031      2.00000      0.25988      0.26126      0.00030    1.177e-04     6.00e-07
     0.00900      2.46411      2.00000      0.26064      0.26202      0.00030    1.071e-04     6.00e-07
     0.01000      2.73791      2.00000      0.26138      0.26276      0.00030    9.751e-05     6.00e-07
     0.01100      3.01172      2.00000      0.26210      0.26348      0.00030    8.868e-05     6.00e-07
     0.01200      3.28553      2.00000      0.26279      0.26418      0.00030    8.064e-05     6.00e-07
     0.01300      3.55934      2.00000      0.26346      0.26485      0.00030    7.333e-05     6.00e-07
     0.01400      3.83315      2.00000      0.26411      0.26550      0.00030    6.672e-05     6.00e-07
     0.01500      4.10697      2.00000      0.26473      0.26613      0.00030    6.075e-05     6.00e-07
     0.01600      4.38078      2.00000      0.26534      0.26673      0.00030    5.540e-05     6.00e-07
     0.01700      4.65460      2.00000      0.26591      0.26731      0.00030    5.061e-05     6.00e-07
     0.01800      4.92842      2.00000      0.26647      0.26787      0.00030    4.634e-05     6.00e-07
     0.01900      5.20224      2.00000      0.26700      0.26840      0.00030    4.255e-05     6.00e-07
     0.02000      5.47606      2.00000      0.26751      0.26891      0.00030    3.920e-05     6.00e-07
     0.02025      5.54452      2.00000      0.26764      0.26904      0.00030    3.842e-05     6.00e-07
     0.02050      5.61298      2.00000      0.26776      0.26916      0.00030    3.767e-05     6.00e-07
     0.02075      5.68143      2.00000      0.26788      0.26928      0.00030    3.694e-05     6.00e-07
     0.02100      5.74989      2.00000      0.26800      0.26940      0.00030    3.624e-05     6.00e-07
     0.02125      5.81834      2.00000      0.26812      0.26952      0.00030    3.556e-05     6.00e-07
     0.02150      5.88680      2.00000      0.26823      0.26964      0.00030    3.490e-05     6.00e-07
     0.02175      5.95526      2.00000      0.26835      0.26975      0.00030    3.426e-05     6.00e-07
     0.02200      6.02371      2.00000      0.26846      0.26987      0.00030    3.364e-05     6.00e-07
     0.02225      6.09217      2.00000      0.26857      0.26998      0.00030    3.304e-05     6.00e-07
     0.02250      6.16062      2.00000      0.26868      0.27009      0.00030    3.245e-05     6.00e-07
     0.02275      6.22908      2.00000      0.26879      0.27020      0.00030    3.189e-05     6.00e-07
     0.02300      6.29754      2.00000      0.26890      0.27031      0.00030    3.134e-05     6.00e-07
     0.02325      6.36599      2.00000      0.26901      0.27042      0.00030    3.081e-05     6.00e-07
     0.02350      6.43445      2.00000      0.26911      0.27052      0.00030    3.030e-05     6.00e-07
     0.02375      6.50291      2.00000      0.26922      0.27062      0.00030    2.980e-05     6.00e-07
     0.02400      6.57136      2.00000      0.26932      0.27073      0.00030    2.931e-05     6.00e-07
     0.02500      6.84519      2.00000      0.26971      0.27112      0.00030    2.751e-05     6.00e-07
     0.02600      7.11902      2.00000      0.27008      0.27149      0.00030    2.589e-05     6.00e-07
     0.02700      7.39284      2.00000      0.27043      0.27184      0.00030    2.441e-05     6.00e-07
     0.02800      7.66667      2.00000      0.27076      0.27217      0.00030    2.302e-05     6.00e-07
     0.02900      7.94050      2.00000      0.27106      0.27247      0.00030    2.169e-05     6.00e-07
     0.03000      8.21432      2.00000      0.27134      0.27275      0.00030    2.037e-05     6.00e-07
     0.03100      8.48815      2.00000      0.27159      0.27301      0.00030    1.902e-05     6.00e-07
     0.03200      8.76197      2.00000      0.27182      0.27324      0.00030    1.760e-05     6.00e-07
     0.03300      9.03580      2.00000      0.27203      0.27345      0.00030    1.606e-05     6.00e-07
     0.03400      9.30962      2.00000      0.27222      0.27364      0.00030    1.436e-05     6.00e-07
     0.03500      9.58345      2.00000      0.27238      0.27380      0.00030    1.246e-05     6.00e-07
     0.03600      9.85727      2.00000      0.27253      0.27395      0.00030    1.031e-05     6.00e-07
     0.03700     10.13109      2.00000      0.27264      0.27406      0.00030    7.883e-06     6.00e-07
     0.03800     10.40491      2.00000      0.27274      0.27416      0.00030    5.124e-06     6.00e-07
     0.03900     10.67873      2.00000      0.27281      0.27423      0.00030    1.992e-06     6.00e-07
     0.04000     10.95255      2.00000      0.27286      0.27428      0.00030   -1.554e-06     6.00e-07

     0.00500      1.36900      3.00000      0.26609      0.26749      0.00030    1.712e-04     6.00e-07
     0.00600      1.64281      3.00000      0.26693      0.26833      0.00030    1.564e-04     6.00e-07
     0.00700      1.91663      3.00000      0.26773      0.26914      0.00030    1.427e-04     6.00e-07
     0.00800      2.19044      3.00000      0.26852      0.26993      0.00030    1.301e-04     6.00e-07
     0.00900      2.46426      3.00000      0.26928      0.27069      0.00030    1.184e-04     6.00e-07
     0.01000      2.73808      3.00000      0.27002      0.27144      0.00030    1.077e-04     6.00e-07
     0.01100      3.01191      3.00000      0.27074      0.27215      0.00030    9.795e-05     6.00e-07
     0.01200      3.28573      3.00000      0.27143      0.27285      0.00030    8.904e-05     6.00e-07
     0.01300      3.55956      3.00000      0.27210      0.27352      0.00030    8.095e-05     6.00e-07
     0.01400      3.83339      3.00000      0.27275      0.27417      0.00030    7.363e-05     6.00e-07
     0.01500      4.10722      3.00000      0.27337      0.27480      0.00030    6.703e-05     6.00e-07
     0.01600      4.38105      3.00000      0.27397      0.27540      0.00030    6.110e-05     6.00e-07
     0.01700      4.65489      3.00000      0.27455      0.27598      0.00030    5.581e-05     6.00e-07
     0.01800      4.92873      3.00000      0.27510      0.27653      0.00030    5.109e-05     6.00e-07
     0.01900      5.20256      3.00000      0.27564      0.27707      0.00030    4.691e-05     6.00e-07
     0.02000      5.47640      3.00000      0.27614      0.27757      0.00030    4.321e-05     6.00e-07
     0.02025      5.54486      3.00000      0.27627      0.27770      0.00030    4.236e-05     6.00e-07
     0.02050      5.61332      3.00000      0.27639      0.27782      0.00030    4.153e-05     6.00e-07
     0.02075      5.68178      3.00000      0.27651      0.27794      0.00030    4.073e-05     6.00e-07
     0.02100      5.75024      3.00000      0.27663      0.27806      0.00030    3.995e-05     6.00e-07
     0.02125      5.81870      3.00000      0.27674      0.27818      0.00030    3.920e-05     6.00e-07
     0.02150      5.88716      3.00000      0.27686      0.27829      0.00030    3.848e-05     6.00e-07
     0.02175      5.95562      3.00000      0.27697      0.27841      0.00030    3.777e-05     6.00e-07
     0.02200      6.02408      3.00000      0.27709      0.27852      0.00030    3.709e-05     6.00e-07
     0.02225      6.09254      3.00000      0.27720      0.27863      0.00030    3.643e-05     6.00e-07
     0.02250      6.16100      3.00000      0.27731      0.27875      0.00030    3.579e-05     6.00e-07
     0.02275      6.22947      3.00000      0.27742      0.27885      0.00030    3.517e-05     6.00e-07
     0.02300      6.29793      3.00000      0.27753      0.27896      0.00030    3.457e-05     6.00e-07
     0.02325      6.36639      3.00000      0.27763      0.27907      0.00030    3.398e-05     6.00e-07
     0.02350      6.43485      3.00000      0.27774      0.27917      0.00030    3.342e-05     6.00e-07
     0.02375      6.50331      3.00000      0.27784      0.27928      0.00030    3.287e-05     6.00e-07
     0.02400      6.57177      3.00000      0.27794      0.27938      0.00030    3.234e-05     6.00e-07
     0.02500      6.84561      3.00000      0.27833      0.27977      0.00030    3.036e-05     6.00e-07
     0.02600      7.11945      3.00000      0.27870      0.28014      0.00030    2.859e-05     6.00e-07
     0.02700      7.39330      3.00000      0.27904      0.28048      0.00030    2.697e-05     6.00e-07
     0.02800      7.66714      3.00000      0.27937      0.28081      0.00030    2.545e-05     6.00e-07
     0.02900      7.94098      3.00000      0.27966      0.28111      0.00030    2.400e-05     6.00e-07
     0.03000      8.21483      3.00000      0.27994      0.28138      0.00030    2.256e-05     6.00e-07
     0.03100      8.48867      3.00000      0.28019      0.28164      0.00030    2.108e-05     6.00e-07
     0.03200      8.76251      3.00000      0.28042      0.28186      0.00030    1.952e-05     6.00e-07
     0.03300      9.03636      3.00000      0.28062      0.28207      0.00030    1.784e-05     6.00e-07
     0.03400      9.31020      3.00000      0.28081      0.28225      0.00030    1.597e-05     6.00e-07
     0.03500      9.58404      3.00000      0.28097      0.28241      0.00030    1.388e-05     6.00e-07
     0.03600      9.85788      3.00000      0.28110      0.28255      0.00030    1.152e-05     6.00e-07
     0.03700     10.13171      3.00000      0.28121      0.28266      0.00030    8.841e-06     6.00e-07
     0.03800     10.40555      3.00000      0.28130      0.28275      0.00030    5.795e-06     6.00e-07
     0.03900     10.67939      3.00000      0.28137      0.28282      0.00030    2.336e-06     6.00e-07
     0.04000     10.95322      3.00000      0.28141      0.28286      0.00030   -1.585e-06     6.00e-07

     0.00500      1.36907      4.00000      0.27277      0.27419      0.00030    1.878e-04     6.00e-07
     0.00600      1.64289      4.00000      0.27360      0.27502      0.00030    1.715e-04     6.00e-07
     0.00700      1.91672      4.00000      0.27441      0.27583      0.00030    1.565e-04     6.00e-07
     0.00800      2.19055      4.00000      0.27519      0.27662      0.00030    1.425e-04     6.00e-07
     0.00900      2.46438      4.00000      0.27595      0.27738      0.00030    1.297e-04     6.00e-07
     0.01000      2.73821      4.00000      0.27669      0.27812      0.00030    1.180e-04     6.00e-07
     0.01100      3.01205      4.00000      0.27740      0.27884      0.00030    1.073e-04     6.00e-07
     0.01200      3.28589      4.00000      0.27809      0.27953      0.00030    9.747e-05     6.00e-07
     0.01300      3.55973      4.00000      0.27876      0.28020      0.00030    8.858e-05     6.00e-07
     0.01400      3.83357      4.00000      0.27941      0.28085      0.00030    8.054e-05     6.00e-07
     0.01500      4.10742      4.00000      0.28003      0.28147      0.00030    7.330e-05     6.00e-07
     0.01600      4.38126      4.00000      0.28062      0.28207      0.00030    6.680e-05     6.00e-07
     0.01700      4.65511      4.00000      0.28120      0.28265      0.00030    6.099e-05     6.00e-07
     0.01800      4.92896      4.00000      0.28175      0.28320      0.00030    5.582e-05     6.00e-07
     0.01900      5.20281      4.00000      0.28228      0.28373      0.00030    5.124e-05     6.00e-07
     0.02000      5.47666      4.00000      0.28278      0.28423      0.00030    4.720e-05     6.00e-07
     0.02025      5.54513      4.00000      0.28290      0.28436      0.00030    4.626e-05     6.00e-07
     0.02050      5.61359      4.00000      0.28303      0.28448      0.00030    4.536e-05     6.00e-07
     0.02075      5.68205      4.00000      0.28314      0.28460      0.00030    4.448e-05     6.00e-07
     0.02100      5.75052      4.00000      0.28326      0.28472      0.00030    4.363e-05     6.00e-07
     0.02125      5.81898      4.00000      0.28338      0.28483      0.00030    4.281e-05     6.00e-07
     0.02150      5.88744      4.00000      0.28349      0.28495      0.00030    4.202e-05     6.00e-07
     0.02175      5.95591      4.00000      0.28361      0.28506      0.00030    4.125e-05     6.00e-07
     0.02200      6.02437      4.00000      0.28372      0.28518      0.00030    4.050e-05     6.00e-07
     0.02225      6.09283      4.00000      0.28383      0.28529      0.00030    3.978e-05     6.00e-07
     0.02250      6.16130      4.00000      0.28394      0.28540      0.00030    3.908e-05     6.00e-07
     0.02275      6.22976      4.00000      0.28405      0.28550      0.00030    3.841e-05     6.00e-07
     0.02300      6.29822      4.00000      0.28415      0.28561      0.00030    3.775e-05     6.00e-07
     0.02325      6.36669      4.00000      0.28426      0.28572      0.00030    3.711e-05     6.00e-07
     0.02350      6.43515      4.00000      0.28436      0.28582      0.00030    3.650e-05     6.00e-07
     0.02375      6.50362      4.00000      0.28446      0.28592      0.00030    3.590e-05     6.00e-07
     0.02400      6.57208      4.00000      0.28456      0.28602      0.00030    3.532e-05     6.00e-07
     0.02500      6.84594      4.00000      0.28495      0.28641      0.00030    3.317e-05     6.00e-07
     0.02600      7.11979      4.00000      0.28532      0.28678      0.00030    3.124e-05     6.00e-07
     0.02700      7.39365      4.00000      0.28566      0.28712      0.00030    2.949e-05     6.00e-07
     0.02800      7.66750      4.00000      0.28597      0.28744      0.00030    2.785e-05     6.00e-07
     0.02900      7.94136      4.00000      0.28627      0.28773      0.00030    2.627e-05     6.00e-07
     0.03000      8.21522      4.00000      0.28654      0.28800      0.00030    2.471e-05     6.00e-07
     0.03100      8.48907      4.00000      0.28679      0.28825      0.00030    2.311e-05     6.00e-07
     0.03200      8.76293      4.00000      0.28701      0.28848      0.00030    2.142e-05     6.00e-07
     0.03300      9.03678      4.00000      0.28721      0.28868      0.00030    1.959e-05     6.00e-07
     0.03400      9.31064      4.00000      0.28739      0.28885      0.00030    1.757e-05     6.00e-07
     0.03500      9.58449      4.00000      0.28754      0.28901      0.00030    1.529e-05     6.00e-07
     0.03600      9.85834      4.00000      0.28767      0.28914      0.00030    1.272e-05     6.00e-07
     0.03700     10.13219      4.00000      0.28778      0.28925      0.00030    9.799e-06     6.00e-07
     0.03800     10.40604      4.00000      0.28786      0.28933      0.00030    6.473e-06     6.00e-07
     0.03900     10.67989      4.00000      0.28792      0.28939      0.00030    2.692e-06     6.00e-07
     0.04000     10.95373      4.00000      0.28796      0.28943      0.00030   -1.597e-06     6.00e-07

     0.00500      1.36911      5.00000      0.27748      0.27891      0.00030    2.045e-04     6.00e-07
     0.00600      1.64295      5.00000      0.27830      0.27974      0.00030    1.868e-04     6.00e-07
     0.00700      1.91678      5.00000      0.27911      0.28055      0.00030    1.703e-04     6.00e-07
     0.00800      2.19062      5.00000      0.27989      0.28133      0.00030    1.551e-04     6.00e-07
     0.00900      2.46446      5.00000      0.28065      0.28209      0.00030    1.411e-04     6.00e-07
     0.01000      2.73830      5.00000      0.28138      0.28283      0.00030    1.283e-04     6.00e-07
     0.01100      3.01215      5.00000      0.28209      0.28354      0.00030    1.166e-04     6.00e-07
     0.01200      3.28600      5.00000      0.28278      0.28423      0.00030    1.059e-04     6.00e-07
     0.01300      3.55985      5.00000      0.28344      0.28489      0.00030    9.624e-05     6.00e-07
     0.01400      3.83370      5.00000      0.28408      0.28554      0.00030    8.747e-05     6.00e-07
     0.01500      4.10755      5.00000      0.28470      0.28615      0.00030    7.957e-05     6.00e-07
     0.01600      4.38141      5.00000      0.28529      0.28675      0.00030    7.249e-05     6.00e-07
     0.01700      4.65527      5.00000      0.28586      0.28732      0.00030    6.616e-05     6.00e-07
     0.01800      4.92913      5.00000      0.28640      0.28787      0.00030    6.053e-05     6.00e-07
     0.01900      5.20298      5.00000      0.28693      0.28839      0.00030    5.555e-05     6.00e-07
     0.02000      5.47685      5.00000      0.28743      0.28889      0.00030    5.115e-05     6.00e-07
     0.02025      5.54531      5.00000      0.28755      0.28902      0.00030    5.013e-05     6.00e-07
     0.02050      5.61378      5.00000      0.28767      0.28914      0.00030    4.915e-05     6.00e-07
     0.02075      5.68224      5.00000      0.28779      0.28925      0.00030    4.820e-05     6.00e-07
     0.02100      5.75071      5.00000      0.28790      0.28937      0.00030    4.728e-05     6.00e-07
     0.02125      5.81917      5.00000      0.28802      0.28949      0.00030    4.639e-05     6.00e-07
     0.02150      5.88764      5.00000      0.28813      0.28960      0.00030    4.552e-05     6.00e-07
     0.02175      5.95610      5.00000      0.28825      0.28971      0.00030    4.469e-05     6.00e-07
     0.02200      6.02457      5.00000      0.28836      0.28983      0.00030    4.388e-05     6.00e-07
     0.02225      6.09304      5.00000      0.28847      0.28994      0.00030    4.310e-05     6.00e-07
     0.02250      6.16150      5.00000      0.28857      0.29004      0.00030    4.234e-05     6.00e-07
     0.02275      6.22997      5.00000      0.28868      0.29015      0.00030    4.161e-05     6.00e-07
     0.02300      6.29843      5.00000      0.28879      0.29026      0.00030    4.089e-05     6.00e-07
     0.02325      6.36690      5.00000      0.28889      0.29036      0.00030    4.021e-05     6.00e-07
     0.02350      6.43537      5.00000      0.28899      0.29046      0.00030    3.954e-05     6.00e-07
     0.02375      6.50383      5.00000      0.28909      0.29056      0.00030    3.889e-05     6.00e-07
     0.02400      6.57230      5.00000      0.28919      0.29066      0.00030    3.827e-05     6.00e-07
     0.02500      6.84616      5.00000      0.28957      0.29105      0.00030    3.594e-05     6.00e-07
     0.02600      7.12003      5.00000      0.28993      0.29141      0.00030    3.386e-05     6.00e-07
     0.02700      7.39389      5.00000      0.29027      0.29174      0.00030    3.197e-05     6.00e-07
     0.02800      7.66776      5.00000      0.29058      0.29206      0.00030    3.020e-05     6.00e-07
     0.02900      7.94162      5.00000      0.29087      0.29235      0.00030    2.851e-05     6.00e-07
     0.03000      8.21549      5.00000      0.29114      0.29261      0.00030    2.683e-05     6.00e-07
     0.03100      8.48935      5.00000      0.29138      0.29286      0.00030    2.511e-05     6.00e-07
     0.03200      8.76321      5.00000      0.29160      0.29308      0.00030    2.330e-05     6.00e-07
     0.03300      9.03708      5.00000      0.29179      0.29327      0.00030    2.133e-05     6.00e-07
     0.03400      9.31094      5.00000      0.29196      0.29344      0.00030    1.915e-05     6.00e-07
     0.03500      9.58480      5.00000      0.29211      0.29359      0.00030    1.669e-05     6.00e-07
     0.03600      9.85866      5.00000      0.29224      0.29372      0.00030    1.392e-05     6.00e-07
     0.03700     10.13252      5.00000      0.29234      0.29382      0.00030    1.076e-05     6.00e-07
     0.03800     10.40638      5.00000      0.29242      0.29390      0.00030    7.158e-06     6.00e-07
     0.03900     10.68023      5.00000      0.29247      0.29395      0.00030    3.061e-06     6.00e-07
     0.04000     10.95409      5.00000      0.29250      0.29399      0.00030   -1.589e-06     6.00e-07

     0.00500      1.36914      6.00000      0.28022      0.28167      0.00030    2.214e-04     6.00e-07
     0.00600      1.64298      6.00000      0.28104      0.28249      0.00030    2.021e-04     6.00e-07
     0.00700      1.91682      6.00000      0.28184      0.28329      0.00030    1.843e-04     6.00e-07
     0.00800      2.19066      6.00000      0.28261      0.28407      0.00030    1.678e-04     6.00e-07
     0.00900      2.46451      6.00000      0.28337      0.28482      0.00030    1.526e-04     6.00e-07
     0.01000      2.73836      6.00000      0.28409      0.28555      0.00030    1.387e-04     6.00e-07
     0.01100      3.01221      6.00000      0.28480      0.28626      0.00030    1.260e-04     6.00e-07
     0.01200      3.28606      6.00000      0.28548      0.28694      0.00030    1.144e-04     6.00e-07
     0.01300      3.55992      6.00000      0.28613      0.28760      0.00030    1.039e-04     6.00e-07
     0.01400      3.83377      6.00000      0.28677      0.28823      0.00030    9.440e-05     6.00e-07
     0.01500      4.10763      6.00000      0.28738      0.28884      0.00030    8.584e-05     6.00e-07
     0.01600      4.38149      6.00000      0.28797      0.28943      0.00030    7.817e-05     6.00e-07
     0.01700      4.65536      6.00000      0.28853      0.29000      0.00030    7.131e-05     6.00e-07
     0.01800      4.92922      6.00000      0.28907      0.29054      0.00030    6.522e-05     6.00e-07
     0.01900      5.20308      6.00000      0.28959      0.29106      0.00030    5.983e-05     6.00e-07
     0.02000      5.47695      6.00000      0.29008      0.29155      0.00030    5.507e-05     6.00e-07
     0.02025      5.54542      6.00000      0.29020      0.29167      0.00030    5.397e-05     6.00e-07
     0.02050      5.61388      6.00000      0.29032      0.29179      0.00030    5.291e-05     6.00e-07
     0.02075      5.68235      6.00000      0.29043      0.29191      0.00030    5.188e-05     6.00e-07
     0.02100      5.75082      6.00000      0.29055      0.29203      0.00030    5.089e-05     6.00e-07
     0.02125      5.81928      6.00000      0.29066      0.29214      0.00030    4.992e-05     6.00e-07
     0.02150      5.88775      6.00000      0.29078      0.29225      0.00030    4.899e-05     6.00e-07
     0.02175      5.95622      6.00000      0.29089      0.29236      0.00030    4.809e-05     6.00e-07
     0.02200      6.02468      6.00000      0.29100      0.29247      0.00030    4.722e-05     6.00e-07
     0.02225      6.09315      6.00000      0.29110      0.29258      0.00030    4.637e-05     6.00e-07
     0.02250      6.16162      6.00000      0.29121      0.29269      0.00030    4.556e-05     6.00e-07
     0.02275      6.23009      6.00000      0.29132      0.29279      0.00030    4.477e-05     6.00e-07
     0.02300      6.29855      6.00000      0.29142      0.29290      0.00030    4.400e-05     6.00e-07
     0.02325      6.36702      6.00000      0.29152      0.29300      0.00030    4.326e-05     6.00e-07
     0.02350      6.43549      6.00000      0.29162      0.29310      0.00030    4.254e-05     6.00e-07
     0.02375      6.50395      6.00000      0.29172      0.29320      0.00030    4.185e-05     6.00e-07
     0.02400      6.57242      6.00000      0.29182      0.29330      0.00030    4.117e-05     6.00e-07
     0.02500      6.84629      6.00000      0.29220      0.29368      0.00030    3.867e-05     6.00e-07
     0.02600      7.12016      6.00000      0.29255      0.29403      0.00030    3.644e-05     6.00e-07
     0.02700      7.39403      6.00000      0.29288      0.29436      0.00030    3.441e-05     6.00e-07
     0.02800      7.66790      6.00000      0.29319      0.29467      0.00030    3.252e-05     6.00e-07
     0.02900      7.94177      6.00000      0.29347      0.29495      0.00030    3.071e-05     6.00e-07
     0.03000      8.21564      6.00000      0.29373      0.29521      0.00030    2.892e-05     6.00e-07
     0.03100      8.48951      6.00000      0.29397      0.29545      0.00030    2.709e-05     6.00e-07
     0.03200      8.76338      6.00000      0.29418      0.29566      0.00030    2.515e-05     6.00e-07
     0.03300      9.03724      6.00000      0.29437      0.29585      0.00030    2.304e-05     6.00e-07
     0.03400      9.31111      6.00000      0.29453      0.29602      0.00030    2.071e-05     6.00e-07
     0.03500      9.58498      6.00000      0.29468      0.29616      0.00030    1.808e-05     6.00e-07
     0.03600      9.85884      6.00000      0.29480      0.29628      0.00030    1.511e-05     6.00e-07
     0.03700     10.13271      6.00000      0.29489      0.29638      0.00030    1.172e-05     6.00e-07
     0.03800     10.40657      6.00000      0.29496      0.29645      0.00030    7.848e-06     6.00e-07
     0.03900     10.68043      6.00000      0.29501      0.29650      0.00030    3.443e-06     6.00e-07
     0.04000     10.95429      6.00000      0.29504      0.29653      0.00030   -1.561e-06     6.00e-07

     0.00500      1.36915      7.00000      0.28100      0.28245      0.00030    2.384e-04     6.00e-07
     0.00600      1.64299      7.00000      0.28181      0.28326      0.00030    2.176e-04     6.00e-07
     0.00700      1.91683      7.00000      0.28260      0.28405      0.00030    1.983e-04     6.00e-07
     0.00800      2.19067      7.00000      0.28337      0.28482      0.00030    1.805e-04     6.00e-07
     0.00900      2.46452      7.00000      0.28411      0.28557      0.00030    1.642e-04     6.00e-07
     0.01000      2.73837      7.00000      0.28483      0.28629      0.00030    1.492e-04     6.00e-07
     0.01100      3.01222      7.00000      0.28552      0.28699      0.00030    1.354e-04     6.00e-07
     0.01200      3.28608      7.00000      0.28620      0.28766      0.00030    1.229e-04     6.00e-07
     0.01300      3.55993      7.00000      0.28685      0.28831      0.00030    1.116e-04     6.00e-07
     0.01400      3.83379      7.00000      0.28747      0.28894      0.00030    1.013e-04     6.00e-07
     0.01500      4.10765      7.00000      0.28807      0.28954      0.00030    9.211e-05     6.00e-07
     0.01600      4.38152      7.00000      0.28865      0.29012      0.00030    8.383e-05     6.00e-07
     0.01700      4.65538      7.00000      0.28921      0.29068      0.00030    7.645e-05     6.00e-07
     0.01800      4.92924      7.00000      0.28974      0.29122      0.00030    6.989e-05     6.00e-07
     0.01900      5.20311      7.00000      0.29025      0.29173      0.00030    6.408e-05     6.00e-07
     0.02000      5.47698      7.00000      0.29074      0.29221      0.00030    5.896e-05     6.00e-07
     0.02025      5.54544      7.00000      0.29086      0.29233      0.00030    5.778e-05     6.00e-07
     0.02050      5.61391      7.00000      0.29097      0.29245      0.00030    5.664e-05     6.00e-07
     0.02075      5.68238      7.00000      0.29109      0.29256      0.00030    5.553e-05     6.00e-07
     0.02100      5.75084      7.00000      0.29120      0.29268      0.00030    5.446e-05     6.00e-07
     0.02125      5.81931      7.00000      0.29131      0.29279      0.00030    5.343e-05     6.00e-07
     0.02150      5.88778      7.00000      0.29142      0.29290      0.00030    5.243e-05     6.00e-07
     0.02175      5.95624      7.00000      0.29153      0.29301      0.00030    5.146e-05     6.00e-07
     0.02200      6.02471      7.00000      0.29164      0.29312      0.00030    5.052e-05     6.00e-07
     0.02225      6.09318      7.00000      0.29175      0.29323      0.00030    4.961e-05     6.00e-07
