# Z_LOW Z_MID Z_HIGH BIN1 BIN2 BIN3 BIN4
2.480100e+00 2.485100e+00 2.490100e+00 5.751652e-03 5.948239e-03 4.141572e-03 9.383583e-03
2.490100e+00 2.495100e+00 2.500100e+00 5.946623e-03 6.057381e-03 4.336317e-03 1.106195e-02
2.500100e+00 2.505100e+00 2.510100e+00 5.612387e-03 5.511671e-03 4.401232e-03 9.917608e-03
2.510100e+00 2.515100e+00 2.520100e+00 5.612387e-03 5.757240e-03 4.414215e-03 9.332723e-03
2.520100e+00 2.525100e+00 2.530100e+00 5.598460e-03 5.416171e-03 3.752083e-03 9.434442e-03
2.530100e+00 2.535100e+00 2.540100e+00 5.264224e-03 5.880025e-03 3.972793e-03 8.569830e-03
2.540100e+00 2.545100e+00 2.550100e+00 5.431342e-03 5.116031e-03 3.959810e-03 9.078425e-03
2.550100e+00 2.555100e+00 2.560100e+00 5.097105e-03 4.952318e-03 3.894895e-03 9.078425e-03
2.560100e+00 2.565100e+00 2.570100e+00 4.748942e-03 5.347958e-03 3.180831e-03 8.086665e-03
2.570100e+00 2.575100e+00 2.580100e+00 4.790722e-03 5.648098e-03 3.219780e-03 9.027566e-03
2.580100e+00 2.585100e+00 2.590100e+00 4.108323e-03 5.293387e-03 3.557338e-03 7.145763e-03
2.590100e+00 2.595100e+00 2.600100e+00 3.969058e-03 5.143316e-03 3.648219e-03 8.264673e-03
2.600100e+00 2.605100e+00 2.610100e+00 4.498265e-03 5.116031e-03 3.544355e-03 7.654359e-03
2.610100e+00 2.615100e+00 2.620100e+00 4.024764e-03 4.911390e-03 3.388559e-03 7.984946e-03
2.620100e+00 2.625100e+00 2.630100e+00 4.233661e-03 5.020532e-03 3.115916e-03 7.552640e-03
2.630100e+00 2.635100e+00 2.640100e+00 4.553971e-03 5.047817e-03 3.206797e-03 6.535449e-03
2.640100e+00 2.645100e+00 2.650100e+00 4.052617e-03 5.129674e-03 3.466457e-03 7.044044e-03
2.650100e+00 2.655100e+00 2.660100e+00 3.955131e-03 4.925032e-03 3.284695e-03 6.637168e-03
2.660100e+00 2.665100e+00 2.670100e+00 3.955131e-03 5.020532e-03 3.193814e-03 6.611738e-03
2.670100e+00 2.675100e+00 2.680100e+00 4.331147e-03 5.129674e-03 3.271712e-03 6.433730e-03
2.680100e+00 2.685100e+00 2.690100e+00 3.593042e-03 4.952318e-03 3.115916e-03 5.416540e-03
2.690100e+00 2.695100e+00 2.700100e+00 3.189173e-03 4.570321e-03 2.674495e-03 6.204862e-03
2.700100e+00 2.705100e+00 2.710100e+00 3.788013e-03 4.979603e-03 2.713444e-03 6.026854e-03
2.710100e+00 2.715100e+00 2.720100e+00 4.150102e-03 4.092825e-03 2.934155e-03 5.543688e-03
2.720100e+00 2.725100e+00 2.730100e+00 3.704454e-03 4.474822e-03 2.999070e-03 6.306581e-03
2.730100e+00 2.735100e+00 2.740100e+00 4.303294e-03 4.774962e-03 2.713444e-03 5.950565e-03
2.740100e+00 2.745100e+00 2.750100e+00 3.425923e-03 4.788605e-03 2.921172e-03 5.721697e-03
2.750100e+00 2.755100e+00 2.760100e+00 3.704454e-03 4.734034e-03 2.622563e-03 5.289391e-03
2.760100e+00 2.765100e+00 2.770100e+00 3.411997e-03 4.502107e-03 2.999070e-03 5.340250e-03
2.770100e+00 2.775100e+00 2.780100e+00 3.300585e-03 4.311109e-03 3.012052e-03 4.450209e-03
2.780100e+00 2.785100e+00 2.790100e+00 3.648748e-03 4.311109e-03 2.349920e-03 4.857085e-03
2.790100e+00 2.795100e+00 2.800100e+00 3.342364e-03 4.420251e-03 2.570631e-03 4.907944e-03
2.800100e+00 2.805100e+00 2.810100e+00 3.801939e-03 4.474822e-03 2.233073e-03 4.857085e-03
2.810100e+00 2.815100e+00 2.820100e+00 3.133466e-03 4.079182e-03 2.103244e-03 4.958804e-03
2.820100e+00 2.825100e+00 2.830100e+00 3.342364e-03 4.433893e-03 2.259039e-03 4.831655e-03
2.830100e+00 2.835100e+00 2.840100e+00 3.606968e-03 4.065539e-03 2.622563e-03 5.136812e-03
2.840100e+00 2.845100e+00 2.850100e+00 2.799230e-03 4.447536e-03 2.349920e-03 4.475638e-03
2.850100e+00 2.855100e+00 2.860100e+00 3.119540e-03 4.515750e-03 2.453784e-03 4.323060e-03
2.860100e+00 2.865100e+00 2.870100e+00 3.133466e-03 4.297466e-03 2.168158e-03 3.890754e-03
2.870100e+00 2.875100e+00 2.880100e+00 2.841010e-03 4.106467e-03 2.168158e-03 3.992473e-03
2.880100e+00 2.885100e+00 2.890100e+00 3.286658e-03 4.038254e-03 2.051312e-03 4.195911e-03
2.890100e+00 2.895100e+00 2.900100e+00 3.035981e-03 3.915469e-03 2.531682e-03 3.509307e-03
2.900100e+00 2.905100e+00 2.910100e+00 3.119540e-03 4.311109e-03 2.064295e-03 4.094192e-03
2.910100e+00 2.915100e+00 2.920100e+00 2.659965e-03 3.697185e-03 2.323954e-03 3.763605e-03
2.920100e+00 2.925100e+00 2.930100e+00 2.618185e-03 3.915469e-03 2.064295e-03 3.483878e-03
2.930100e+00 2.935100e+00 2.940100e+00 2.673891e-03 3.588043e-03 2.220090e-03 3.229580e-03
2.940100e+00 2.945100e+00 2.950100e+00 2.478920e-03 3.574400e-03 1.856567e-03 3.585597e-03
2.950100e+00 2.955100e+00 2.960100e+00 2.353581e-03 3.588043e-03 1.973414e-03 3.483878e-03
2.960100e+00 2.965100e+00 2.970100e+00 2.771377e-03 3.915469e-03 1.843584e-03 2.975282e-03
2.970100e+00 2.975100e+00 2.980100e+00 2.534626e-03 3.246974e-03 1.986397e-03 3.382158e-03
2.980100e+00 2.985100e+00 2.990100e+00 2.019345e-03 3.765399e-03 1.960431e-03 2.314108e-03
2.990100e+00 2.995100e+00 3.000100e+00 1.935786e-03 3.874541e-03 1.713754e-03 2.619266e-03
3.000100e+00 3.005100e+00 3.010100e+00 2.214316e-03 4.010968e-03 1.596907e-03 2.517547e-03
3.010100e+00 3.015100e+00 3.020100e+00 2.061125e-03 3.669899e-03 1.817618e-03 2.517547e-03
3.020100e+00 3.025100e+00 3.030100e+00 2.367508e-03 3.533472e-03 1.804635e-03 2.898993e-03
3.030100e+00 3.035100e+00 3.040100e+00 2.088978e-03 3.683542e-03 1.713754e-03 2.059811e-03
3.040100e+00 3.045100e+00 3.050100e+00 1.935786e-03 3.287903e-03 1.856567e-03 2.339538e-03
3.050100e+00 3.055100e+00 3.060100e+00 1.559770e-03 3.397045e-03 1.519009e-03 2.008951e-03
3.060100e+00 3.065100e+00 3.070100e+00 1.712962e-03 3.219689e-03 1.544975e-03 2.034381e-03
3.070100e+00 3.075100e+00 3.080100e+00 2.005419e-03 3.124190e-03 1.544975e-03 1.907232e-03
3.080100e+00 3.085100e+00 3.090100e+00 1.392652e-03 3.328831e-03 1.376196e-03 2.263249e-03
3.090100e+00 3.095100e+00 3.100100e+00 2.047198e-03 3.451616e-03 1.402162e-03 1.907232e-03
3.100100e+00 3.105100e+00 3.110100e+00 1.615476e-03 3.233332e-03 1.583924e-03 1.932662e-03
3.110100e+00 3.115100e+00 3.120100e+00 1.378725e-03 3.028690e-03 1.519009e-03 1.881802e-03
3.120100e+00 3.125100e+00 3.130100e+00 1.281240e-03 3.219689e-03 1.493043e-03 1.474926e-03
3.130100e+00 3.135100e+00 3.140100e+00 1.406578e-03 2.851335e-03 1.402162e-03 1.296918e-03
3.140100e+00 3.145100e+00 3.150100e+00 1.211607e-03 3.096904e-03 1.233384e-03 1.347777e-03
3.150100e+00 3.155100e+00 3.160100e+00 1.309093e-03 2.810406e-03 1.233384e-03 1.627505e-03
3.160100e+00 3.165100e+00 3.170100e+00 1.155901e-03 2.728550e-03 1.129520e-03 1.347777e-03
3.170100e+00 3.175100e+00 3.180100e+00 9.330767e-04 2.619408e-03 1.233384e-03 1.195199e-03
3.180100e+00 3.185100e+00 3.190100e+00 1.086268e-03 3.001405e-03 1.207418e-03 9.917608e-04
3.190100e+00 3.195100e+00 3.200100e+00 1.072342e-03 2.578480e-03 1.155486e-03 1.373207e-03
3.200100e+00 3.205100e+00 3.210100e+00 1.183754e-03 2.387481e-03 1.064605e-03 1.195199e-03
3.210100e+00 3.215100e+00 3.220100e+00 9.330767e-04 2.687622e-03 9.867069e-04 9.663310e-04
3.220100e+00 3.225100e+00 3.230100e+00 9.609297e-04 2.974119e-03 9.607409e-04 1.322348e-03
3.230100e+00 3.235100e+00 3.240100e+00 9.470032e-04 2.182840e-03 1.064605e-03 1.042620e-03
3.240100e+00 3.245100e+00 3.250100e+00 1.128048e-03 2.387481e-03 8.179280e-04 1.271488e-03
3.250100e+00 3.255100e+00 3.260100e+00 7.241789e-04 2.442052e-03 8.309110e-04 9.154715e-04
3.260100e+00 3.265100e+00 3.270100e+00 1.044489e-03 2.278339e-03 7.400301e-04 1.068050e-03
3.270100e+00 3.275100e+00 3.280100e+00 8.216645e-04 2.264696e-03 1.038639e-03 6.357441e-04
3.280100e+00 3.285100e+00 3.290100e+00 7.520319e-04 2.087341e-03 7.789791e-04 8.137524e-04
3.290100e+00 3.295100e+00 3.300100e+00 7.938115e-04 1.718986e-03 7.270472e-04 1.042620e-03
3.300100e+00 3.305100e+00 3.310100e+00 9.470032e-04 2.360196e-03 9.996898e-04 8.137524e-04
3.310100e+00 3.315100e+00 3.320100e+00 8.773706e-04 2.346553e-03 6.361663e-04 6.866036e-04
3.320100e+00 3.325100e+00 3.330100e+00 8.216645e-04 1.964556e-03 8.698600e-04 7.120334e-04
3.330100e+00 3.335100e+00 3.340100e+00 5.988403e-04 1.800843e-03 8.049451e-04 6.611738e-04
3.340100e+00 3.345100e+00 3.350100e+00 8.077380e-04 1.882699e-03 6.102003e-04 4.831655e-04
3.350100e+00 3.355100e+00 3.360100e+00 5.431342e-04 1.869057e-03 5.323024e-04 7.883227e-04
3.360100e+00 3.365100e+00 3.370100e+00 4.177955e-04 1.568916e-03 6.361663e-04 7.374631e-04
3.370100e+00 3.375100e+00 3.380100e+00 7.798850e-04 1.609844e-03 6.880982e-04 5.848845e-04
3.380100e+00 3.385100e+00 3.390100e+00 5.431342e-04 1.718986e-03 7.010812e-04 5.594548e-04
3.390100e+00 3.395100e+00 3.400100e+00 4.317220e-04 1.759915e-03 4.284385e-04 5.848845e-04
3.400100e+00 3.405100e+00 3.410100e+00 5.431342e-04 1.527988e-03 4.933534e-04 4.577357e-04
3.410100e+00 3.415100e+00 3.420100e+00 4.177955e-04 1.759915e-03 5.582684e-04 5.340250e-04
3.420100e+00 3.425100e+00 3.430100e+00 3.760160e-04 1.186919e-03 4.154555e-04 3.305869e-04
3.430100e+00 3.435100e+00 3.440100e+00 4.038690e-04 1.473417e-03 5.323024e-04 3.814464e-04
3.440100e+00 3.445100e+00 3.450100e+00 3.481629e-04 1.309704e-03 3.115916e-04 3.305869e-04
3.450100e+00 3.455100e+00 3.460100e+00 4.038690e-04 1.323347e-03 4.024725e-04 5.594548e-04
3.460100e+00 3.465100e+00 3.470100e+00 5.849137e-04 1.200562e-03 4.154555e-04 4.323060e-04
3.470100e+00 3.475100e+00 3.480100e+00 2.785304e-04 1.214205e-03 4.803704e-04 5.085953e-04
3.480100e+00 3.485100e+00 3.490100e+00 2.924569e-04 1.200562e-03 2.596597e-04 3.814464e-04
3.490100e+00 3.495100e+00 3.500100e+00 2.646038e-04 9.413497e-04 2.986087e-04 2.288679e-04
3.500100e+00 3.505100e+00 3.510100e+00 9.748562e-05 5.729955e-04 2.466767e-04 2.034381e-04
